Sr. No.,utterance_text,topic,mi_quality
1837,"You confirmed that, Well, uh, wait a second, Sal, what do you mean you-you- ha- If you-- As in-- you know to be informed about-- I'm just really taken aback by that because I understand from your chart that you have a young baby-",asthma management,0
1838,well uh wait a second sal what do u mean u u ha if u as in u know to be informed,asthma management,0
1839,"wait a minute, Sal, what do you mean you-you- you- you- you- you- you- you- you- you- you- you- you- you- you- you- you- you- you- you- you",asthma management,0
1840,"Wait a second Sal, what do you mean you- you- ha- If you-- As in-- you- ha- I understand from your chart that",asthma management,0
1841,"Well, erm, wait a minute, Sal, what do you mean by you-ha- When you know you're being informed - I'm just surprised because I understand from your chart that you have a young baby?",asthma management,0
1842,"Well, uh, wait In my opinion a second, actually Sal, umm what do you mean you-you- ha- If you-- like As maybe in-- you know You know to be informed about-- I'm just really taken like aback by I feel that because I I mean understand from your err chart that I mean you have a I mean young baby-",asthma management,0
1843,"Well, I'm just really taken aback by that because I understand from your chart that you have a young child-",asthma management,0
1844,"Well, I'm just really taken aback by that because I understand that you have a young baby.",asthma management,0
1845,How can I know that you have a young baby?,asthma management,0
1846,How can I know if I have a young baby?,asthma management,0
1847,How can I know that I have a young baby?,asthma management,0
1848,"you've - you've confirmed that, -and you are very concerned about your health, you wanna be there for your baby and that you've already taken some steps, you've-you've almost quit smoking-",asthma management,0
1849,"-and you're very concerned about your health, you wanna be there for your baby and that you've already taken some steps, you",asthma management,0
1850,"you're very concerned about your health, you want to take care of your baby and you've almost stopped smoking.",asthma management,0
1851,"-and you are very concerned about your health, you wanna be there for your baby and that youve already taken some steps, you-",asthma management,0
1852,"- and you are very concerned about your health, you want to be there for your baby and that you have already taken some steps, you have almost given up smoking -",asthma management,0
1853,"-and you are perhaps very concerned about your I feel health, I would say you wanna be there for your baby and that you've already taken some err steps, you've-you've almost I mean quit smoking-",asthma management,0
1854,"-and you are very concerned about your health, you wanna be there for your baby and that you have already taken some steps, you've already quit smoking-",asthma management,0
1855,"You are very concerned about your health-and you wanna be there for your baby and that you've already taken some steps, you've quit smoking-",asthma management,0
1856,You are very concerned about your health-and you wanna be there for your baby and that you've already taken some steps to quit smoking-,asthma management,0
1857,You are very concerned about your health-and you wanna be there for your baby and that you've already taken some steps that have already quit smoking-,asthma management,0
1858,You are very concerned about your health-and you wanna be there for your baby and that you've already taken some steps that have already taken to quit smoking.,asthma management,0
