Sr. No,utterance_text,mi_quality,topic
1290,"Oh, um, yeah, I think that should be fine.",0,providing information on medicines
1291,"All right. Well, do you have any specific questions?",1,providing information on medicines
1292,"Okay. Well, citalopram is an SSRI medication. Its indication is for depression and it's typically dosed as a 20-milligram tablet but it is available as 10, 20, and 40 milligrams. Any patients started on this medication should be monitored for improvement in symptoms in four to eight weeks.",1,providing information on medicines
1293,"If there are some side effects to this, it can include GI effects, sedation, or sexual dysfunction. But if you have a patient that suffers from any of those things, you can try either decreasing the dose or changing them to a different agent. Do you have any other questions?",1,providing information on medicines
1294,"Oh, that I'm not sure of. Um, can I get back to you later on this afternoon with that answer?",1,providing information on medicines
1295,"-so don't forget the nice car, and some kids, and be a- be a good dad-",1,reducing recidivism
1296,"Yeah. Okay. So, what I'm really interested in is how offending fits in with that picture, that dream.",1,reducing recidivism
1297,"Yeah, how doesn't it fit, Billy?",1,reducing recidivism
1298,"Yeah. It kinda messes up that dream, that picture?",1,reducing recidivism
1299,And we've talked about that idea of you getting a job and something to do with cars 'cause that's where your passion is.,1,reducing recidivism
1300,"Yeah? So, what have you been thinking, um, since we last met, about what you might do about getting that kind of job?",1,reducing recidivism
1301,"Okay, so you know some people?",1,reducing recidivism
1302,You've gone down that road of kind of going back to school in some ways and getting a tryout or-,1,reducing recidivism
1303,"Mm-hmm. Yeah, so what in particular? Like, if you could have whatever you wanted, in terms of that sort of work, what would you do?",1,reducing recidivism
1304,Okay. So-so what sort of things do you think you need to do to go down that path to get that qualification?,1,reducing recidivism
1305,"Okay. So, what sort of training did you-- did these people, that you've been talking about, what did they do?",1,reducing recidivism
1306,"Okay. So, it would be pretty easy. So, if it's pretty easy, what do you need to do next, Billy?",1,reducing recidivism
1307,"Okay. So, you actually went to the polytech—",1,reducing recidivism
1308,Tell me- tell me what happened when you say they-- like it didn't help you? What-what-what happened?,1,reducing recidivism
1309,"Okay. So, they gave you a horde of forms for a particular course?",1,reducing recidivism
1310,"Okay. So, you got the forms, took them- took them home?",1,reducing recidivism
1311,Mm-hmm. You said the forms were confusing?,1,reducing recidivism
1312,"Yeah. So, wondering what that's about, about not actually liking writing.",1,reducing recidivism
1313,People can't read-- People can't read your handwriting?,1,reducing recidivism
1314,"Okay. So, you need some help to fill out the forms?",1,reducing recidivism
1315,"Okay. All right, so what-what do you need to do, Billy, to actually get to that point where you can fill out a form and post it off?",1,reducing recidivism
1316,"Okay, so you feel like it would be embarrassing to ask Donna to give you some help-",1,reducing recidivism
1317,-because you feel that she might find out something about you that you're not quite sure you want her to find out?,1,reducing recidivism
1318,"Hmm. So, who else could you ask to help you?",1,reducing recidivism
